product,total_sale,profit,prediction
Tempest Littl Vajt Klaud – Goozberri Edishn,6075.76,2775.76,0
Poppels RIS,0.0,-542.35,0
"Oud Beersel Framboise / lambic style - fruit / 5% / 0,375 but",2070.0,713.0,0
"Jaws Ischu Cheloveka 5,65% 0,5",150307.31000000003,61767.309999999976,3
"Amundsen Head Rush 0,33",2447.84,382.84,0
"White Hag Ninth Wave New World Pale Ale 0,Can",1644.24,678.24,0
Humpty Dumpty Butylki,23847.129999999997,11592.130000000001,0
XP Mindbug 0.5,9853.38,4022.88,0
"Cider Fournier Cidre Artisanale De Normandie 4,5%",221588.53000000003,143122.45000000004,3
Buxton Axe Edge 0.44 Can,1561.75,619.1500000000001,0
Sori Pareto 200.33,1178.27,-86.73000000000002,0
Zagovor x Brewlok Texture 1 0.33,5631.91,2211.9100000000003,0
Fruktstereo Cider Maybe 1.5,5758.99,578.1099999999999,0
Alvinne Made To Rest Barrel20,25080.359999999997,8684.61,0
Mad Scientist JAM72 0.33,2069.34,599.34,0
Cool Head Summer In Vermont 0.33,1562.6399999999999,430.64000000000004,0
Wild Beer Pogo Barrel,13989.920000000002,7531.17,0
Red Button Sorrel ot Juniper 0.33,4991.599999999999,2291.6,0
Axiom Sour Station 0.33,824.01,362.01,0
AF Brew Tram 0.5,15159.35,7319.35,0
Ostrovica Buckle Up! 8%,20912.909999999996,10652.91,0
RED ROKET Racy Flavour Barrel,21802.66,11571.41,0
Lapochka Grapefruit Lemon 0.33,18154.43,11214.43,0
Hausmann Otto Barrel,12955.85,7940.85,0
Harpoon Boarding Pass IPA 0.355,3655.89,1531.8899999999999,0
Siren White Tips IPA / 4.5% / 0.33l,2206.64,1220.64,0
Stone Imperial Sezon Bottle,5357.71,-1207.37,0
"Cider Les Vergens du Cotentin Cidre Bouche Brut / cider brut / 4,5% / 0,75 / but",22890.91,8146.410000000001,0
"Stamm Beer Sour Passion Party / sour ale / 6,5% / 0,5 / but",17619.379999999997,6759.38,0
Jaws Sour Breaz / Gose / 0.5 / but,45738.53,20482.93,0
"AF Brew Breeder Reactor NEIPA 6,7% / 0,5",56087.18000000001,21102.18,0
"Brekeriet Howdy 4,6% / 0,375",3993.77,1215.77,0
Prunus Hausmann Brewery 4.8%,11254.52,7375.77,0
Bullevie Sidra Vivizero / 0.5,11127.69,6712.69,0
"Jaws Ekaterina RIS 0,33",6430.87,3046.629999999999,0
Schneider Weisse TAP 7 Majn Orig Barrel,1247959.1899999997,752042.1300000004,1
"Double A Woest 0,375",7284.88,3084.88,0
Alvinne Cuvée Freddy Barrel 20L,18355.72,7305.719999999999,0
AF Brew x Amundsen - White Crow Omen 0.33,10129.970000000001,3529.9700000000003,0
XP Kitajgorodskij Goze Barrel,11871.27,6058.769999999999,0
Brewdog Lost Lager 0.Bottle,1888.52,746.52,0
Omnipollo Agamemnom Monster Shake 0.33,2299.76,697.76,0
To Ol Mr. White 200.33,2628.19,1164.19,0
Seven Island Brewery Foggy Island NEDIPA Barrel20,14402.460000000001,6422.46,0
White Hag Silver Branch Apple Sour Barrel20,16426.2,7018.199999999999,0
Anderson Valley Framboise Rose Gose Barrel30,19175.12,11006.62,0
WildLab Danky Danky Barrel,30163.269999999997,14652.769999999999,0
"Huyghe Delirium Nocturnum / belgian strong ale / 8,5% / 0,but.",47195.24,17230.239999999998,0
Verzet Oud Brjun Verze/Oud Bruin Verzet,7826.52,2906.52,0
"Jaws Singularity / IPA / 5,6%",3829.35,1575.55,0
XP Brew G.see Vibe 8.3%,11829.91,6829.910000000001,0
Alvinne Sour'ire de Mortagne Barrel 58 0.5,10460.03,1273.0300000000002,0
Hausmann Pool N1 25 L,9330.920000000002,4868.92,0
Pohjala Valge OO PX 0.33,1628.98,191.98000000000002,0
St Feuillien Grisette Blanche Barrel2,27348.780000000002,16691.88,0
Pikes Peak 38 Faces Pinapple 0.355,3177.37,1527.37,0
Red Button Hocus Pocus Barrel,25399.659999999996,13974.66,0
Stamm Beer Jungle Look / Story Mode / Stylo / My Three Hops NE DIPA 0.5,22853.55,8111.55,0
AF Brew I Got Guava Worms 0.5,13090.560000000001,4920.56,0
AF Brew Sour Diesel Therapy Pineapple Mango Passion 0.33,19368.870000000003,8628.87,0
Cider semi-dry Turners Elderflower Cider 0.5,1004.97,194.97,0
Hausmann Pezzetoni Barrel,9448.09,5155.59,0
To OI Sur Tangerine/Mosaic Lemonade / Radler / 2.8% / 0.33,972.71,417.68,0
La Cuvée Blanche 4%,880.0,239.0,0
"Delirium Christmas, Dark",39720.44999999999,19396.700000000004,0
Kasteel Bahus Barrel 20L,22562.57,12914.57,0
"Flying Monkeys Netherworld Cascadian Dark Ale 0,355",5476.509999999999,2206.51,0
AF Brew Fat Nelson Barrel,61043.2,29745.7,0
TATA Supernatant Barrel30,22553.160000000003,11408.16,0
TATA Midlife 0.33,7634.73,3734.7299999999996,0
Brekeriet Slice & Dice 0.33,3060.4300000000003,772.4300000000001,0
De Cam Oude Geuze 0.75,5024.46,1447.46,0
Scamorza classic,23213.959999999995,16634.96,0
"Toccalmatto Ryevolution / double saison / 8,8% / 0,but.",719.37,-165.63,0
Wittekerke Wild Sour Witbier / 5.0% / 0.5l,2109.15,179.15,0
Wostok Abrikos Mindal',21503.22,10285.619999999997,0
"Cool Head Passion Guava Sour 4% / 0,33",10265.07,3794.0699999999997,0
Amundsen Rebel King/Rebel King,40963.24,14872.960000000001,0
STAMM BEER Refresh IPA Barrel,13661.29,6786.29,0
"Magic Rock High Wire / APA / 5,5% / 0,33",1756.48,804.48,0
"Steppe and Wind Blueberry & Vanilla Mead 0,b/a",22899.94,9959.94,0
"Buxton Medusa Bay IPA 0,44 Can",2339.96,725.96,0
"Lindemans Oude Kriek Cuvee Rene 0,75",734.93,174.93,0
Heartly x ZAGOVOR - Montana Barrel30L,10633.419999999998,5243.42,0
"Bakunin Red Maniac / smoked IPA / 6,8% / 0,5",13829.84,6369.84,0
Firestone Walker Nitro Merlin Milk Stout 0.355,5387.5,2242.5,0
Humpty Dumpty Cherry Merry Princess BUT,9641.519999999997,4541.52,0
Brekeriet Fruit Bonanza Barrel 20L,33266.979999999996,10784.98,0
WildLab Fly Fun Pale Ale Barrel,10743.77,5868.77,0
Anderson Valley Blood Orange Gose 0.355,18924.770000000004,8531.269999999997,0
ZAGOVOR Sticker 0.5,2016.5900000000001,396.59000000000003,0
Garage Sheet 0.44,2144.65,748.65,0
AF Brew It’s Over 9000 2.0! 0.33,16314.740000000002,6529.74,0
AF Brew Golden Balls 0.5,16007.38,6487.379999999999,0
Non-alcoholic Maisels Weisse Alkoholfrei 0.5,2372.73,1352.73,0
Le Trou Du Diable La Buteuse 0.75,1589.35,189.35,0
Cider Hogan's Hip Hop Cider 0.5,1299.66,419.65999999999997,0
Garage Woozy Barrel20,18748.1,7243.6,0
Big Village x LoveCraft - Mechanical Love 0.375,6914.139999999999,3034.14,0
Wild Lab Caribbean Seduction 0.5,10402.25,3942.25,0
BLACKWORK Original Ritterguts Gose,16963.25,8772.0,0
Brewdog Punk IPA / 5.6% / IBU45 / 0.33l zh.b,45593.97,19238.68,0
"Brewdog Vagabond Pale Ale / 0,33",8183.4800000000005,2906.1800000000003,0
Melody Imperial Stout Barrel,16222.5,9097.5,0
Mikkeller Single Hop Nelson Sauvin IPA,129.94,39.94,0
Hitachino Nest Nipponia / Pilsner / 6.5% / 0./ but,1000.0,352.0,0
"Weihenstephaner Winterfestbier / 5,8% / 0,5",6059.07,2783.0699999999997,0
"BrewDog Totem 7,3%",16361.77,7526.7699999999995,0
3Fonteinen Oude Geuze Armand & Gaston Assemblage 0.375,7748.549999999999,2796.55,0
Dugges Mango Mango Mango Barrel30,49791.17,20805.13,0
Schneeeule Mr. Paul 0.33,2998.78,1114.78,0
To Ol Destruktionsbajer 0.33,2024.48,808.73,0
Wild Beer Millionaire 0.33,6387.72,3199.7200000000003,0
Foco coconut water with pomegranate juice 330ml,679.91,113.21,0
Naparbier Rivertor 7.8% weizenbock 0.33,3543.39,1903.39,0
Mikkeller - Heated Seats / NE Pale Ale / 4.9% / Barrel30,17710.84,8468.96,0
Connecticut Valley The Sailor's Dream 0.473,2375.48,647.48,0
Hof Ten Dormaal Darth Maul 0.33,1979.85,735.85,0
Anderson Valley BLACK RICE ALE 30l,17159.989999999998,9839.99,0
FFF x Midnight Project - Keep In Touch Barrel,14108.740000000002,7793.110000000001,0
Bakunin Jim-Jams 0.5,5316.9800000000005,2276.98,0
Stamm Beer Your Lordship 0.5,3257.96,1557.96,0
Harpoon IPA 0.355,3406.27,1366.27,0
Omnipollo Pleroma Mango Orange Passion 0.33,3865.58,925.58,0
Mead Steppe & Wind Grapefruit Mead 0.33,600.0,340.0,0
PRUNUS/ Salden's Mosaic IPA 6.5%,6097.67,3581.67,0
Delirium Christmas  0.33,12192.33,3515.3300000000004,0
Bottle Share BlackWork / Triple BIPA / 10%,1116.1399999999999,476.14,0
Tempest Meksikejk,0.0,-120.0,0
3Fonteinen Doesjel 20/ lambic / 6% / 0.375,2131.07,-216.92999999999995,0
Cider apple Natural Bembel Apfelwein Pur,15905.229999999998,8205.23,0
Hausmann Turn Invisible / Berliner Weisse / 4.5% / 0.5 ban,4754.12,2444.12,0
"Lost Abbey Red Poppy Ale / sour red/brown / 5% / 0,375",5145.0,795.0,0
"De Molen Vuur & Vlam / american IPA / 6,2% / 0,Can",350.0,160.0,0
Olives,214175.86999999994,214125.86999999994,3
Bottle Share Milk It Easy 30L Barrel,103.98,46.48,0
Bakunin Special Apricot Milkshake IPA 0.5 Can,885.0,405.0,0
Omnipollo Fatamorgana Barrel 30L,23808.03,9189.86,0
Anchor Go West! IPA 0.355,1931.96,761.96,0
Acid Garden Bakunin,8679.21,3511.71,0
LHG Need To Know 0.44,2090.0,919.3199999999999,0
FUERST WIACEK x Pohjala - Glitz Barrel,19493.210000000003,8284.460000000001,0
Poiret Hogan's Vintage Perry 0.5,2199.87,819.87,0
Central Waters Vanilla Bean Stout 0.33,2143.74,955.74,0
Ca Del Brado Oude Luiaard 0.375,660.0,65.0,0
Zagovor Scratch Barrel,27498.489999999998,17446.989999999998,0
AF Brew Another Million Minutes on Raspberry 0.375,1534.01,534.01,0
Uiltje Blazin Raisin 0.33,814.6400000000001,244.64000000000001,0
Bakunin Zest Blanche Barrel,11609.72,6952.72,0
"Poppels APA / 5,4% / 0.33",3621.09,885.0900000000001,0
Saldens Wheat Wine 0.33,300.0,150.0,0
"Pohajala Topeltnelson / 8,2%",88554.28000000003,34594.77999999999,0
"Alvinne Cuvée Freddy / sour red/brown / 8% / 0,but.",3958.61,1303.61,0
"Oud Beersel Oude Kriek / kriek / 6,5% / 0,375",552.46,166.46,0
BrewDog Indie Pale Ale Barrel 30L,20868.69,10934.189999999999,0
"Brewski Magic Valley DIPA 7,77% / 0.33",6391.51,1943.51,0
"AF Brew Carousel Pie 5,2% Barrel",10645.21,4435.21,0
Chang 0.32,4999.77,-0.23,0
AF Brew Winter Melancholy 0.33,5085.95,2685.95,0
TATA Supernatant 0.33,8381.57,4031.57,0
Cider Lindheim Cider Rose 0.375,5073.5599999999995,630.9200000000001,0
To Ol Mr. Brown 0.33,2975.55,1335.55,0
La Trappe Quadrupel Barrel,36277.65,17648.55,0
BRLO Naked NON ALCOHOL 0.2% 0.33,5724.41,3392.41,0
Pohjala Baltic Pride 0.33,2529.08,765.0799999999999,0
Ostrovica Wheatlover 0.5,821.66,301.66,0
Naparbier Aotearoa / Hoppy Pilsner / 5.4% / IBU45 / 0.33,2894.39,1520.3900000000003,0
"Pohjala Taara Avita! / imperial stout / 10.8% / 0,but",1738.11,150.10999999999999,0
Brewdog vs. Birrificio Italiano Grano Gusto / 0.33,7547.860000000001,3279.8599999999997,0
XP Numb Barrel,8338.75,3313.75,0
"Naparbier Fuzzy 5,8% Barrel",63820.57,24605.61,0
Kees Barrel Project 18.0.Can,1699.85,619.85,0
Alefarm Light Wave Barrel,26592.890000000003,11589.1,0
To Ol Ms. Scarlet 0.33,1398.5,311.3,0
Steppe and Wind Hausmann Mandarinka Barrel,33801.07,21863.57,0
Vibrant Forest Cambrian Root 0.44,612.0,142.0,0
Amundsen Zygoat 0.33,3359.14,1169.1399999999999,0
De Moersleutel Smeerolie Coconut Milkshake 0.44,1306.11,-223.89,0
Pohjala Loits 0.33,1844.77,392.77,0
AF Brew Candyman Barrel20,27270.38,15289.38,0
Espiga Fancy Desire 0.44,1799.8500000000001,679.8499999999999,0
"BrewDog Pulp Patriot 9,5% 0.33",2917.87,1253.8700000000001,0
AF Brew Multimicrodots 0.33,23055.280000000002,9525.28,0
HQ Kombucha Black Thyme 0.33,2160.0,780.0,0
Naparbier Deabru  10.1%  hazy triple IPA  0.33,8402.359999999999,4162.36,0
Golubchik L'dina Divnaja,6216.25,2896.2499999999995,0
Stillwater ASMR Frisson 00.473,5456.6,1564.6000000000001,0
Brekeriet Cassis 0.375,1815.0,649.0,0
Axiom Sour Series Sea Buckthorn BW 0.33,774.38,291.38,0
Ostrovica Saur Cruise Blueberry Lime Barrel,8967.85,4342.85,0
Cider dry Templars Normandy Dry Pure Juice Cider 0.5,2160.26,-609.74,0
Anderson Valley Tropikal Hezi Sour 30l,21262.85,11650.85,0
Can Red Button 4,4762.43,2062.4300000000003,0
"Fuller's New England IPA / 7% 0,330",8397.369999999999,3128.62,0
"Founders Centennial IPA / IPA / 7,2% / 0,355 Bottle",5403.4,1493.4,0
Flying Dog Bloodline IPA / 0.355,3420.7200000000003,1530.72,0
Bakunin SKVONCh Barrel,9922.18,5242.18,0
"Fruktstereo Bellondi 0,75",3169.63,-427.7900000000001,0
"Fruktstereo Ciderday Night Fever 0,33",1189.92,444.94,0
Brewfist La Trinidad El Vasco Barrel,19152.719999999998,5615.22,0
Lervig Konrads Stout 0.33,3223.15,1195.15,0
Anchor Old Foghorn Barleywine Barrel20,18397.41,7428.66,0
Oskar Blues Can-O-Bliss Tropical IPA 0.355,1178.3700000000001,530.37,0
Omnipollo Meret 0.33,4515.93,1500.9299999999998,0
Firestone Walker Napa Parabola 0.375,6049.0599999999995,1777.06,0
Ta Ta Attitude 0.5,3398.4,1318.4,0
"AF Brew Black Magic 5,8% 0,5",95372.92,45477.919999999984,0
Naparbier Aker / American IPA / 6.7% / IBU75 / Barrel,90688.95999999999,34549.68000000001,0
Naparbier Insider / American IPA / 7.3% / IBU100 / Barrel,13242.91,5171.04,0
"Andechs Weissbier Hell 5.5% / 0,500",9253.94,4923.9400000000005,0
XP Monokrom Barrel,14127.18,9097.18,0
Mikkeller Stick a Finger In The Soil APA Barrel,32693.489999999998,19084.39,0
Golubchik XP G'See Vibe,62785.41,27818.909999999996,0
De Molen Keulen & Aken 0.33,1483.8200000000002,273.82000000000005,0
Kees x Zagovor - Vapour Trail 0.33,1241.83,257.83000000000004,0
AF Brew Do You Know The Blueberry Man 0.33,4589.97,2124.97,0
Nogne Chaga Stout Barrel20,18795.83,8135.829999999999,0
Omnipollo Zodiak Barrel30,36952.26,15420.8,0
Wild Beer Nebula 0.33,2548.91,1252.9099999999999,0
CRAK Cantina Iga Cabernet Annata 200.375,8.98,-476.02,0
3Fonteinen Oude Geuze Assamblage 59 0.75,7299.610000000001,1839.6100000000001,0
2nd Shift Brewing Arancia e Ibisco Barrel,10721.6,6096.799999999999,0
Noname 666 po Farengejtu Barrel,26946.570000000007,16129.69,0
Stamm Beer Sour Raspberry Party / 6%,6401.56,3041.56,0
Steppe and Wind BlackBerry Dry Mead b/a Barrel,30585.54,20717.79,0
"Bristol Compass IPA 0,355",3686.56,1966.56,0
St-Feuillien Grisette Blanche Barrel,56649.05,34744.049999999996,0
"Brewdog Flux Factory / IPA / 6,1% / 0,33",2699.7999999999997,1331.8,0
RED ROCKET Saldens Dabl IPA Barrel sentjabr',73080.13,45680.130000000005,0
Stamm Beer Double Hoppy Milk Guava / Mango 0.5,25330.02,10742.02,0
Soup Tom Yam Aroy-D 400g,257.99,23.43,0
18th Street Brewery Rise Of The Angels 0.473,1662.4499999999998,267.45,0
Brewdog Hazy Jane Alcohol Free IPA B/A 0.33,2035.57,580.27,0
"Jaws American Pale Ale / APA / 5.5% / 0,5 but",605157.9599999996,257349.8200000001,2
Weihenstephaner Vitus / weizen bock / 7.7% / 0.5 / but,32323.12,16034.22,0
Mikkeller Hallo Ich Bin Berliner Weisse Mango / 3.7% / 0.5 but,370.0,164.3,0
PRUNUS Bottle Share Brusliner,1919.94,864.94,0
Weihenstephaner Hefeweissbier Dunkel 5.3%,2605.95,1421.95,0
Mag'jar Uborkasalata sor,12603.25,4255.75,0
Brewski Homeland Berliner Weisse,13530.58,4544.33,0
Kees Tsar Canon,892.78,260.78,0
"Firestone Walker Easy Jack IPA Can / Union Jack 0,355",8667.779999999999,2665.9799999999996,0
"AF Brew Passion Is My Confession 5,3% 0,5",48900.130000000005,17360.129999999997,0
"Mikkeller Hair In The Mailbox IPA 0,33",15388.759999999998,8602.339999999998,0
"Cider Yablodar Rose dry carbonated 0,5",8526.189999999999,4682.1900000000005,0
Double Dutch Pomegranate & Basil non alcoholic,2830.8599999999997,1168.4099999999999,0
"Brewski Brewpig Mutant Ninja Pilsner 0,33",2637.59,1109.5900000000001,0
AF Brew Bounty Killer 0.5,35083.46,15613.460000000001,0
Cascade Figaro 0.75,6748.95,1848.95,0
To Ol IPA Barrel 30L,21999.16,8787.14,0
Brekeriet Bazar Special Barrel 20L,19275.399999999998,6988.6500000000015,0
La Trappe Tripel 0.33,2272.94,957.26,0
"Finback People Power 0,48",3044.76,704.76,0
Dugges Tonkanilla Mangorange 0.33,6376.6,2444.96,0
AF Brew It’s Over 9000 Barrel20,28037.72,11580.220000000001,0
Caribou Kombucha Klassicheskaja 0.33,2500.0,970.0,0
Dugges Windmill & Airport 0.33,2718.35,922.35,0
Mojoj Indian Summer B/A 0.33,3272.13,1417.13,0
Puhaste Beetbox 0.33,1419.71,269.71000000000004,0
Bakunin Asperitas 0.33,3834.0900000000006,1594.09,0
Uiltje Sequence Series 00.33,1311.96,126.96,0
Big Village Postmodern / Sour Ale 6%,15623.77,8686.27,0
Jaws Berry Mary Barrel,9046.34,4919.54,0
Beerbliotek A Moment of Clarity/E Moment of Klariti,3540.3599999999997,996.3599999999999,0
Bakunin Zatmenie 0.5,5870.39,2570.39,0
"Van Honsebrouck Kasteel Rouge / fruit beer / 8% / 0,5 zh.b.",27640.34,12462.420000000002,0
"Melody Brew Russian Lullaby Saison 6,5%",6571.79,3371.79,0
"To Ol NE!PA: Tsitra, Amarillo, Simko",1959.77,729.95,0
Bottle Share Peachollina Barrel,56066.22,31096.22,0
"Saldens Dabl IPA BarrelI 3 / Milk Banana Mango, New England, Brett",75820.02999999998,44446.4,0
"Dieu du Ciel Isseki Nicho 0,341",2220.0,900.0,0
Hausmann Pool 1 Barrel,14215.269999999999,14107.369999999999,0
Omnipollo Aniara Barrel,21146.21,8823.849999999999,0
"Owa-De Troch Owa Yuzu Lambis / 5,5% / 0,75",1889.73,615.73,0
Wilderen Tripel Kanunnik 0.33,1755.95,621.95,0
St Feuillien Grand Cru 0.33,4010.1800000000003,1755.18,0
Botanist Lavender tonic 0.33,32974.33,18214.33,0
ZAGOVOR Komplot Cassis Citron 0.5,10078.84,3958.84,0
To Ol Gose To Jamrock 0.5 Can,1256.88,-191.51999999999998,0
"AF Brew Eat The Dust DDH Centennial 8% 0,5",5537.85,1807.85,0
Brewdog Albino Squid Assasin 0.33,1855.0,907.0,0
Cantillon Rose De Gambrinus 0.375,2834.15,626.1500000000001,0
Cider Sautter Cidre d' Alsace 0.75,10352.27,3524.27,0
De Kuiper Roeselare Kriek / Lamme 0.375,2743.4799999999996,1073.48,0
Cider Turners Rhubarb Cider 0.5,2985.21,755.21,0
"Stone Cosmic Island 0,5",2126.11,1089.31,0
Connecticut Valley The Light Keeper 0.473,2750.81,1022.81,0
Brewdog Punk AF Alcohol Free IPA B/A 0.33,8284.05,4378.05,0
Brewski Seminole Adonis 0.33,1644.95,464.95,0
Ostrovica Standout Barrel,7937.32,4324.82,0
Oskar Blues Can-O-Bliss Hazy IPA 0.355,2445.43,1323.4,0
AF Brew Bold In Gold 0.5,5557.49,1957.49,0
"Pohjala Mutant Disco / IPA / 6.8% / 0,/ but",2682.88,567.88,0
AViBiSi Barrel Ejdzhed DzhiTi Goze Barrel l svetlyj nefil'tro,20741.89,9794.440000000002,0
"AF Brew Lobotomija 0,33",16096.02,6376.019999999999,0
"Brewski Samurai Sauce 10,5% Barrel",40654.62999999999,16802.98,0
Lindheim Farmhouse Ale Barrel,24139.960000000003,9558.840000000002,0
AF Brew Goseline Pump: Watermelon 0.5 Can,15793.61,6813.61,0
De Molen Goud & Glorie 0.33,2157.69,927.6899999999999,0
CRAK Cantina BREnglish Barleywine BA 0.375,840.0,260.0,0
"Brewski Bean There, Done That 0.33",2961.08,609.08,0
DIETA Beauty & Health Cassis & Canneberge Barrel20,9391.01,4526.01,0
Steppe and Wind Mango & Pepper b/a 0.33,4714.389999999999,2244.39,0
Oskar Blues Death By Coconut 0.355,2762.5299999999997,1088.53,0
TATA Rehab Barrel,32728.28,17072.03,0
Dugges Fresh IPA 0.33,2211.29,824.99,0
Humpty Dumpty Sorel Etrog Barrel,10686.4,6253.4,0
Boon Framboise 0.25,19953.76,8117.760000000001,0
Zagvor Stop'n'go Barrel,21404.28,10100.529999999999,0
FFF x Midnight Project - Keep In Touch 0.33,3357.04,1467.04,0
Melody Brew IPA American Pilsner Barrel,12012.93,9335.43,0
Mead Steppe & Wind Raspberry Mint and Hops 0.33,5170.84,3042.84,0
Poiret semi-dry Oliver's Fine Perry At The Hop 0.5,2480.0,650.0,0
Maxl Helles 0.5,3233.14,1883.1399999999999,0
Mead Steppe & Wind Melomel'? Barrel,15027.15,7667.150000000001,0
Brewski Red Robot DIPA Barrel 20l,27370.870000000003,10577.02,0
Mikkeller Halo Ih Bin Berliner Vajs Chernika,4940.37,1625.87,0
AF Brew Hip Hop Milk Barrel 30L,54252.11000000001,26914.61,0
Mikkeller Session IPA Mosaic / 4.5% / 0.33l zh.b,4286.52,1928.52,0
Bakston Oridzhinal Popsajkl Ajs Krim Pils,8681.32,3088.8199999999997,0
Jaws Populizm Geleksi Edishn,8676.539999999999,3930.73,0
XP Monokrom but,5237.469999999999,3037.47,0
"Lost & Found R26. C-The Man Go IPA 5,6% 0,44",5822.2,2042.2,0
"AF Brew Goze Goseline Pump: Gooseberry / Gose/ 4,8 % / 0,5",200.0,85.0,0
ZAGOVOR All Summer In A Day Barrel 30L,13897.080000000002,6742.08,0
XP G.See Flash Barrel,12981.66,7177.47,0
Kees Barrel Project 18.09,4307.99,1147.99,0
Uiltje Mosaic Mammoth 0.33,1083.74,271.74,0
Sierra Nevada Hop Bullet 0.355,2307.61,899.61,0
Brooklyn East IPA Barrel30,22103.03,10302.5,0
Jaws Bluberri Bir Blu Brett Berri Barrel,10569.07,5265.07,0
Brewdog Dead Pony Club 0.Can,3353.19,1618.53,0
XP Mango Showdown,3566.56,1934.56,0
Zagovor Day Off Crew 0.5,7378.58,3192.58,0
Schneider Weisse Tap 6 Mein Aventinus / weizen bock / 8.2% / 0.5 / but,50378.22000000001,26102.540000000005,0
"Straffe Hendrik Brugs Quadrupel / quadrupel / 11% / 0,but.",54299.88,18733.88,0
Victory Art Brew Misty Island Barrel,450.0,110.0,0
Oud Beersel Vandervelden 135 Oude Geuze Vieille / 6.5% / 0.375,1725.0,444.0,0
"Alvinne Ich Bin Ein Berliner Framboos / berliner weisse / 4% / 0,but.",1485.0,606.0,0
"Melody Brew Sweet Harmony Stout 6,6%",36593.880000000005,17373.880000000005,0
Roug 6 Hop IPA,3985.84,1679.0400000000002,0
"Rodenbach Classic 5,2% 0,250",5590.0599999999995,2962.8399999999997,0
Oka River Oud Bruin Framboise 0.5 Renegade Of Hops,11631.420000000002,3781.4200000000005,0
"St Peters Without Gold Alcohol Free 0,5",1715.8,459.80000000000007,0
"Weihenstephaner Hefeweissbier leicht / 2,7% / 0,5",4235.39,1887.29,0
To Ol Ms. Black 0.33,1446.0,498.59999999999997,0
Saldens Ekstra Stout sentjabr',82153.09,53413.090000000004,0
ZAGOVOR Systems Overload 0.5,19586.04,7360.040000000001,0
De Moersleutel Antifreeze 0.25,7258.67,1903.67,0
To Ol Misty Meadow Barrel30,20764.5,8400.89,0
Mikkeller Side Eyes 0.33,4308.81,1555.91,0
1 Symbiotica Hard Kombucha Renegade Aronia 0.33,2637.71,997.71,0
Cider Fruktstereo Punkquette Light 0.33,1079.62,367.42,0
Zagovor Feierabend 0.5,8722.36,3622.3599999999997,0
"Bosteels Tripel Karmeliet / abbey tripel / 8,4% / 0,but.",47345.01,20767.010000000002,0
Jaws Cherry Swing / Fruit / 5.5% / 0.5 but,133509.33999999994,56228.34,3
Brussels Beer Project Juice Junkie / NE IPA,2851.73,831.73,0
Sever Vitae Magna Punk IPA 0.5,42169.360000000015,21782.10000000001,0
"Ayinger Celebrator 6,7%",19814.269999999997,11414.27,0
"Naparbier Achtung 6,7% 0,33",7537.09,3591.09,0
Brewdog Technicolor Black Barrel,13443.800000000001,5873.8,0
De Moersleutel Octane Overlord 0.44 Can,1967.0,617.0,0
Anchor California Lager 0.355,3961.19,1816.19,0
Mikkeller - Blow Out / DH IPA / 6% / Barrel30,14151.17,6611.57,0
Mikkeller Sajd,9398.310000000001,4487.6900000000005,0
Red Button Swiftly 0.75,1490.3,490.3,0
Tsingtao 0.65,2130.0,970.0,0
Lervig Lucky Jack 0.33,5526.32,2229.32,0
Cider dry Ross On Wye Michelin Cider 0.5,1004.8499999999999,224.85,0
Founders Kentucky Breakfast Stout / Imp Stout / 11.9%,838.89,286.89,0
Naparbier The Crimson Bird With Raspberries / fruit saison / 6.1% / 0.33,8762.45,3670.45,0
"Magic Rock Common Grounds / coffee porter / 5,4% / 0,33",4196.7,2067.1,0
"Huyghe Delirium Argentum / belgian IPA / 7% / 0,33",31883.71,12423.710000000003,0
Mejdzhik Rok Solti Kiss Barrel l,38248.700000000004,17066.179999999997,0
XP Minimax but,8263.189999999999,4523.1900000000005,0
"Brewfist Lady Peach / sour / 5,9%",3149.81,1199.81,0
WildLab Robot Jungle TV Barrel 20L,33161.52,16036.519999999997,0
Lervig Toasted Maple Stout Barrel 20L,40868.67,16085.970000000001,0
Naparbier Pillow Fight 0.33,16682.63,5092.63,0
Red Button Sour Kitchen 0.33,4588.37,1888.3700000000001,0
Zagovor Traffic Beer / Boiling Point Barrel30,41210.38,16436.629999999997,0
"De Molen Bommen & Granaten BA Bourbon 0,330",4798.0,1470.0,0
WildLab My Pink Motor Boat Barrel,16787.55,6743.55,0
Ayinger Altbairisch Dunkel,2100.0,1080.0,0
Naparbier Black Blade 10.1% imperial stout Barrel20,34939.20999999999,15158.11,0
Bottle Share Woobly Land Barrel30,15606.869999999999,7974.87,0
Cider Poiret sweet Hogans Lonli Partridzh 30L,18346.73,9519.15,0
Bottle Share Rate My Batch #5 Barrel,5983.07,2785.0699999999997,0
Ostrovica Mozzer 0.5,12897.94,5467.939999999999,0
AF Brew Three Identical Strangers HBC 472 0.5,3409.35,1029.35,0
Mead Steppe & Wind Orange Session Mead 0.33,4206.719999999999,2642.7200000000003,0
"De Molen Bommen & Granaten / barleywine / 11,9% / 0,/ but",7016.13,2642.23,0
AF Brew Black Mass Is My Cassis / Berliner Weisse / 5.3% / 0.5 but,1472.3,742.3,0
Omnipollo Noa Hazelnut Cupcake / 11% / 0.but,1367.22,364.56,0
"To Ol 1 Ton Of Lingonberries 8% 0,33",8733.49,3006.9099999999994,0
Amundsen Chuggernaut 4.7%,1518.4099999999999,433.40999999999997,0
